Customer Review,Emotion
mantap banget kualitas benar kayak webcam juta,3
selamat mulus fungsi sempurna seller sabar konsultasi emas aman recommended,3
proses pesan kirim barang cepat produk sesuai deskripsi seller responsif sukses jaga protokol sehat ya seller terima kasih,3
jual ramah barang bagus sesuai pesan packing rapi pesan,3
selamat siang bos pesan terima pasang coba packing rapi aman produk mantap pokok top markotop layan oke toko recomended terima kasih salam sukses sehat sejahtera amin,3
recommended seller,3
top banget,3
asli samsung layan baik,3
mantap laptop adem tidak cepat panas,3
memori pasang keping gb ddr fungsi baik kirim lumayan cepat recommended seller,3
wow murah banget packingnya rapi produk bagus keren mantap uhuuy banget deh pokok hehe,3
mantap respon cepat pesan tidak kecewa rekomended belanja spare part terima kasih kerja,3
recommended fast print fast response,3
gila kirim cepat surabaya bogor fast respont barang oke sesuai packing rapi recomended seller euy kasih juragan terima kasih toped,3
barang cepat recommended tengkyuuu,3
recommended seller respon cepat kirim cepat,3
earcupnya lembut best value headset sound mantap nyaman praktis tinggal plug and play mantaaaap laaah gamer,3
respon cepat barang original baik recomended packing baik sukses ya,3
kualitas suara oke harga jangkau barang jamin orisinal daftar website razer langsung pokok bagus bassnya rasa,3
kualitas produk baik harga tera nyaman pakai suara keras fungsi baik definitely would recommend this,3
mantap tanggap fast respon juossssssss,3
barang bagus banget harga affordable kualitas lumayan gila sih,3
mantappppp recommended keyboard mousenya,3
mantap minnn kirim jam sore gasss,3
mantap kualitas tidak ragu,3
cakap produk nya rekomen nih sesuai deskripsi,3
packing rapi fast response rgbnya bagus rekomendasi,3
as always tidak gagal belanja terima kasih ggs,3
cakap banget duduk kursi tidak diri,3
overall muas layar bagus ipsnya tidak bagus ilmu tahu sosial televisi warna bagus tidak oversaturated brightness terang pakai gelap silau biar brightness layar putar kaki gampang dorong refresh rate bukti cepat fps mantap asa softwarenya bagus setting tidak tombol kabel display port desain keren bezelless nice,3
cinta it produk bagus worth it terima kasih,3
airo customer service super duper bagus okey produk bagus puas cinta airo,3
barang mantap kualitas kokoh garansi seller ramah pokok mantap,3
layan muas seller rekomended,3
packing jamin aman pakai bubblewrap cepat proses senin malam cekout pagi kirim rabu sore cepat puas terima kasih sukses ya tech cube,3
mantap recommended respon seller bintang pesan malam langsung,3
bahan plastik tidak kuat topang laptop sih kuat tablet gaisss baik beli,1
barang tidak kirim susul no resi tidak kasih,1
tidak,1
saran teman teman beli buang box nya simpan biar beli rusak klaim garansi,1
packaging tidak aman banget bubble wrap tipis alhasil kemas barang penyok pas terima kasih god barang aman official store baik fix min next aduh,1
biar gambar cerita pesan bh rusak bh percaya balas bela apa seller tidak amanah alas rusak expedisi letak cacat expedisi expedisi ceroboh packingan kardus satu bubble tipis ada tempel fragile pesan bubble kardus tambah seller usaha limpah biar ganti asuransi untung diviseo unboxing tolak expedisi tidak cerita lebar ulas hubung nyaman buyer timbang baca waspada waspada tidak itikad baik usaha lepas tangan bahaya rusak tokopedia seller kasih note proses dichat kirim hati hati jual aju resolusi pengambalian dana tokopedia alih asuransi tokopeda refund dana terima kasih admin,1
chat jadi makesure barang warna kaku kaku banget roko,1
barang terima kondisi rusak alami beli complain reject seller tokopedia tengah retur sayang situasi tidak mudah kirim barang tidak recommend beli toko cenderung tidak amanah,1
ampun packing asal gue terima patah awas isi rusak pas gue pakai ya,1
produk chip dalam daur ulang pasang giling asli beli harap perhati teman teman tolong perhati khusus,1
toko korup tidak sesuai isi not recommended,1
isi paket via link rekomendasi gagal via ovo mandiri baca gagal tidak sistem nya jual,1
pikir beli saran produk rto tidak rekan after sales service buruk jamin alam kecewa,1
layan buruk kirim respon beli barang tidak kecewa,1
tidak dpake asli sesal,1
produk kirim tidak fungsi mesti kirim produk seller tidak layak official store kirim barang tidak sesuai jadwal janji deskripsi sistem tokped slow response seller not recommended,1
respon cellernya mati nungguinnnn kirim tunggu hari pakai kirim instan bayar ongkos kirim mahal celler beli tinggla jakarta utara tidak arekomen beli cari emosi tunggu,1
parah proses moga pelajaram tim logitech,1
harga sih promo pakai gojek instan mahal ongkirnya barang pakai cepat pas eh patah belah standnya kecewa sih jual promo cacat ya catat biar customer tidak beli barang promo cacat seller sih oke tukar barang tidak efektif pakai cepat tidak retur ongkos kirim mahal kualitas barang kecewa deh pokok kapok beli,1
hati foto display varian bonus harga beda,1
estimasi proses pesan online platform tidak cepat penuh customer online jual offline customer beli online pakai delay proses apa tulis deskripsi produk customer info proses mesan tidak efek kemas bungkus bubble wrap tipissss tidak bayang customer apes barang lempar hancur isi janjiin customer barang dipickup pekan libur sabtu minggu,1
pesan tanggal maret jam pakai kirim instan nya tanggal maret bayar mahal kirim esok hari salah antar driver go send nya antar paket baik durasi proses toko butuh tanggal maret pilih kirim instan toko paket kirim tidak jawab kenyataanya paket tidak kirim tidak kirim ya bilang aju cancel pesan tidak respon jual layan buruk tidak recommended moga baik depan,1
barang palsu,1
tidak info bohong bikin alam tidak senang beli produk dbe cari toko tipu tipu headphone bikin kuping sakit,1
rgb mati jual tidak respon barang tidak lulus qc jual hati hati beli,1
hati belanja unit cacat bilang suruh aju komplain dituker toko bilang gabs dituker official store abal tidak solusi,1
layan toko buruk order laptop barang laptop nya tidak nyala habis usaha solusi seller seller respon ada tidak tawar solusi lamban pikir respondnya paksa aju komplain komplain seller tidak diskusi respon kendala cuek jangka habis dana refund baca ulas anjur order toko goda tittle official store nyata nya layan toko tidak baik merchant harga tidak murah,1
kirim laptop toko tidak cek laptop kasih beli layar pecah kardus rusak packingan tidak rusak habis klaim tokpedia minggu minggu hasil klaim asuransi toko verified tidak jamin layan toko buruk respon cepat beli dikomplen ulur tidak tanggung komplain langsung hari berikutny paket buka langsung tukar unit langsung toko gunany tulis deskripsi garansi toko beli terima kasih,1
beli cek review jual nya rusak kirim korban cek foto barang order tidak korban kacau toko jual barang rusak,1
biar gambar cerita pesan bh rusak bh percaya balas bela apa seller tidak amanah alas rusak expedisi letak cacat expedisi expedisi ceroboh packingan kardus satu bubble tipis ada tempel fragile pesan bubble kardus tambah seller usaha limpah biar ganti asuransi untung diviseo unboxing tolak expedisi tidak cerita lebar ulas hubung nyaman buyer timbang baca waspada waspada tidak itikad baik usaha lepas tangan bahaya rusak tokopedia seller kasih note proses dichat kirim hati hati jual aju resolusi pengambalian dana tokopedia alih asuransi tokopeda refund dana terima kasih admin,1
chat jadi makesure barang warna kaku kaku banget roko,1
meja laptop buka kardus pecah ujung retak bagi meja hijau kusam barang bekas pakai seller komplain tolak tukar barang alas bukti kurang arah asuransi tokopedia proses ribet bukti musnah barang pas lihat ulas meja pecah rusak kecewa saran jual jujur jual barang bekas ex display bilang tulis deskripsi jujur tolong tokopedia selektif toko packing barang kes an pakai kardus tipis tidak pakai bubble wrap moga tidak customer tipu,1
tolong cek kirim ya sekolah dasar,1
barang coba samsung a baca pasang cctv tidak penasran coba samsung tidak pensran coba oppo a tidak pensran coba disamsung a tidak umur umur kasih bintang klaim garansi ribet kapok belnja apliksi toko enkn tko seblah komplain jual disurh komplain toped komplain toped disurh komplain baiknuy jual aduh pok kapok,1
percaya simpan data mending pikir deh pakai minggu kartu langsung tidak baca data tidak selamat proses garansi pakai estimasi bulan iya bulan mending beli merek jamin kualitas be carefull and keep healthy terima kasih,1
kecewa produk kaki goyang tidak oglek hati beli warna putih tidak sesuai foto produk barang warna coklat jual otot meja terima warna putih sesuai foto tidak terima komplain lihat review beli alami kirim warna beda pes beli tulis pesan order,1
pakai ulah susah hidup kadang hang frezee blank on komputer ganti tidak respon embel garansi lifetime not recommended,1
ram tidak pakai tukar x gilir refund susah beli pokok tidak recommend hati hati ram palsu,1
suara belah produk masalah kaulitas kontrol tidak rekomen,1
laptop rusak pas aktif fan error baik keyboardnya rusak ganti keyboardnya adaptor rusak belanja,1
barang sesuai bagus cepat,2
produk mantap,2
barang barang bagus sesuai deskripsi produk,2
ukur karet sesuai mantap kirim cepat jadwal mantap is the best,2
kirim cepat barang kondisi bagus terima kasih ya,2
barang sesuai pesan kondisi fungsi baik seller responsif proses kirim cepat recommended,2
barang bagus kualitas produk bagus harga jangkau recomended,2
barang packing oke cocok bt kado bonus dompet koin,2
lempar sesuai deskripsi produk ready sedia packing rapi,2
barang bagus sesuai harap pouchnya mantap bagus service seller oke banget terima kasih barang sesuai iklan,2
kirim cepat barang bagus packing rapi terima kasih,2
kualitas produk bagus material bagus harga jangkau recomended,2
kualitas produk bagus material bagus recomended harga jangkau,2
pes langsung proses jual ramah beyblade putar kencang harga murah toko,2
kartu nya lengkap harga kompetitif seru banget game nya,2
kartu nya lengkap seru banget game nya harga kompetitif,2
terima kasih pesan sesuai,2
kartu nya lengkap packing baik model baru ready sedia,2
barang sesuai deskripsi kirim cepat recommended seller,2
barang kualitas banding harga lengkap tas pandu buku moderator tebal box kartu tebal mantappl,2
mantap juragan barang darat mulus kartu oke per lengkap buku pandu buku catat moderator terima kasih juragan,2
enak kartu sesuai ekspektasi plastik benar licin rasa awet,2
barang fungsi baik packaging aman packaging aman barang original,2
bagus tahan,2
paket terima baik sesuai pesan respon proses nya cepat packing nya rapi safety terima kasih juragan,2
barang original packaging aman,2
bagus banget promo bayar rupiah mantap,2
barang bagus tidak mudah robek bahan plastik,2
keren kartu remi nya packaging aman,2
packaging aman barang fungsi baik,2
barang fungsi baik packaging aman,2
kualitas barang bagus harga murah,2
kirim cepat packing aman harga flashsale,2
beli allhamdulillah barang tuju muas,2
amazing keren a f barang cepat sampee,2
layan baik barang original,2
mantap nih kartu murah bagus kualitas nya tidak sesal,2
sesuai ekspektasi sih auto ajar triumph,2
packing rapi kirim cepat seller responsif produk bagus orisinal recommended pokok,2
mantap barang bagus pack aman recommended seller deh cari main card keren,2
barang tidak bagus,4
bikin kecewa pesan items tunggu kurang barang uno stacko kayu uno card pcs werewolf pcs tidak tolong refund uang,4
kecewa tidak pakcing buruk box kayu hancur beli bh jual tidak bagus retur kena biaya paksa jual box kayu,4
kecewa sih potong tidak rapi ukur beda beda what the fuck harga kualitas bagus tidak worth setip kartu remi bagus kemas kemas oke tarik isi k what the fuck tidak ikhlas,4
kecewa barang rusak kirim chat responnya batas otomatis habis langgan toko,4
dino unicorn mickey tikus anak kecewa mbak,4
buset kasih merek ares pakai pod ayo langsung bau gosong perdana kecewa belanja toko,4
maaf aga kecewa tidak beli polos tidak tulis ayo movi gayakin asli mohon maaf ulas jujur,4
barang tidak sesuai gambar ukur nya kecewa pokok,4
barang salah sih ya nama kecewa,4
tidak sesuai harap barang susah main,4
pesan kasih kecewa banget,4
sih mobil hotwheels sesuai iklan kecewa,4
harga gin kurang worth it bahan tidak tebal murah detail bahan baik maaf,4
seller kurang respon kecewa,4
kecewa sih seller kurang friendly,4
barang rusak tidak fungsi tidak main parahhh,4
fungsi pisau tusuk tong kepala stay,4
barang tidak benar tidak tidak toko nya aplikasi kecewa,4
produk pakai rusak kecewa banget,4
barang tipis pecah langsung buang sampah,4
barang kasih rusak sungguh kecewa main nya tidak nyangap kapok beli,4
kecewa barang pas tidak pakai,4
kirim main tidak fungsi baik,4
maennanya macet tidak tutup mulut kecewa,4
kecewa,4
retak pakai asuransi kecewaaa,4
barang nya rusak ya harga kualitas,4
barang retak malas retur anak keburu sedih,4
kualitas produk kecewa mulut buaya buka x stuck tidak pakai klaim kembali barang prosedur tidak mudah sampah rumah,4
proses kirim kecewa customer tidak bantu jual kurang baik sok sad,4
kecewa tunggu tidak respon baik jual nya,4
kecewa toko,4
barang lubang model persegi nya kirim buyer nya model bulat warna beranta jelek,4
kualitas main buruk,4
barang nya rusak,4
bahan jelek kualitas jelek menit rusak,4
jalan kereta nya anakqu kecewa,4
barang tidak kecewa,4
barang tidak fungsi tidak jalan,4
barang tidak bagus,0
barang rusak tidak fungsi tidak main parahhh,0
bahan plastik jelek suara lampu tidak terang main patah,0
main rusak tidak pakai,0
produk cacat kepala penyok tukar tidak kasih,0
jelek coba kali rusak gigi tidak pencet,0
beli kirim kembali duit gue tipu,0
kualitas main buruk,0
bahan jelek kualitas jelek menit rusak,0
jelek barang rusak tidak jalan,0
terima paket selesai ya sih,0
barang jelek pakai gosong segel buka,0
barang basah air bau kualitas tidak bagus tidak surat pemberitahuan tahun gambar cat nya kelupas,0
cat nya jelek detailing nya jelek parah murah sih ya jelek,0
produk cacat kepala penyok tukar tidak kasih,0
buruk,0
terima paket selesai ya sih,0
selesai tidak barang tipu ya,0
main barang cacat no angka pudar parah,0
langsung rusak,0
barang jelek mudah sobek,0
cacat jidat banget hadeeuuhh,0
sendi tidak seret lossssss tidak stand meyesell,0
beli biji telepon toko barang tidak tawarin ganti murah tidak eh kirim among us ultra violet bilang tidak rugi,0
pesan model cinta dtang mickey anak we amuk cat ready cinta tidak bilang,0
bocor payah tidak periksa,0
packing barang kecewa kotor bocor musik tidak jalan baret,0
jelak patah pedang meletot warna ya salah fatal,0
cacat gaming,0
gue pesan kasih warna gila nih jual,0
harga mahal tidak sesuai ekspetasi cat tidak rapi bahan kayak plastik murah,0
kirim beda barang murah selisih eh rusak retur maenannya lanjur buka ya gue kembali selisih nya suruh isiin pulsa gue ribu pulsa tidak masuk ditanyain nya oke parah tidak amanah,0
kartu orisinal sih,0
kotak jelek penyok bungkus ada,0
sampenya banget minggu pas barang coba patah sial,0
no good tidak puassss,0
proses kemas kirim seller mohon sabar mohon tunggu tidak kasih pasti kirim nya tidak end up barang pickup gudang kurir,0
toko tidak sportif tidak koperatif alam buruk belanja toko barang cacat aju keluh tidak tanggung chat tokped tanggap puter puter banyak basa basi tidak tanggung makan uang istri hati hati toko,0
jual ngotottt laku toko nya bang,0
kirim dough nya jelek tidak lentur tidak,0
paket mulus tuju toko percaya mantap,3
suka anak senang ronce sesuai sena barang bagus terima kasih,3
langsung kreasi anak senang banget kirim cepat terima kasih seller,3
respon barang proses cepat terima kasih kyou recommended,3
anak suka aman sih,3
mantap banget pokok bagus bola nya warna warni tidak penyok bagus deh anak suka,3
bagus ekspektasi recommended seller,3
mantaaappp bagus kereeennn,3
barang mantap anak suka kirim cepat pesan besok,3
layan bagus mantap rekomen beli terima kasih,3
bagus main nya anak suka,3
bagus bengedd sesuai ekspektasi,3
barang sesuai deskripsi kirim cepat,3
cantik,3
cepat makasihh ya anak senang banget,3
mantaaaaap sesuai tidak gambar nya jujur amanah seler nya tidak sesal belanja toko pokok nya mantaaaaap deh,3
pesan cepat proses packing rapi sesuai pesan juragan mantap repeat order kesini,3
suka next coba nyaman,3
suka slamenya bonus kirim cepat moga sukses seller,3
suka wangi banget tekstur bagus bangeetpacking rapi,3
bagus top,3
mantap tidak kecewa belanja figure sesuai foto kawaii nezuko chan wangy wangyyy hehe canda om,3
mantap juragan barang aman terima kasih juragan,3
bagus barang nya,3
bagus banget sumpah harga murah banget,3
mantap banget love it,3
mobil bagus banget kirim super cepat harga jangkau,3
mantap recomend barang terima sesuai gambar,3
okeeee siiipps kereeennn habis tempatbhotwhealsnya juragan,3
keren sempurna,3
overall oke,3
main bagus,3
keren anak suka,3
suka sekaliiii jual responded terima kasih ya sukses seller,3
barang keren sayang bungkus plastik kes kurang premium overall kuereennnn terima kasih,3
bagus,3
kualitas oke sesuai harga keren parah,3
mantap sesuai deskripsi gambar,3
first time beli tidak pakai ragu pokok worth it,3
the best kirim cepat,3
saran transaksi toko pesan kirim bohong,1
kali tolong cek baik baik bungkus,1
barang tidak suruh ambil tidak rekomen,1
barang tidak dana tidak,1
parah toko tidak tanggung nya,1
tidak adda mesin nya beli,1
mentang dapetnya gratis tokped eh kirim enak jidat packing jelek main tidak cek roda depan tidak kereta tidak jalan maaf tidak foto keburu kesal main hancur kayak ponakan next pesan apa ya layan penuh hati,1
hati hati guys gue beli tidak pakai sengaja bintang gue chat abang tidak respon,1
beli pakai hangus kapok beli catridge tidak minggu,1
order gambar truck madam kirim mobil police not recommended,1
hot wheels asli bahan plastik harap terang barang tidak original,1
orisinal harga sesuai kualitas ya ribu bahan plastik kasih terang deskripsi,1
jar bahan bagus bahan lumayan tutup jar pita tolong perhati lubang gampang tarik lepas balik tutup stick kecil lobangnya stick plastik tidak masuk ganti tutup stick tutup pita iya pe er ngerjainnya keiket maaf reviewnya bagus,1
merek kereta nya beda gambar jual merek jual keluar cina merek thomas train set thamos train set rel kretanya tidak stabil cari kualitas mending cari tipu sebenrnya tidak lihat review jual barang sesuai gambar puas,1
uang amanah kirim barang kirim tidak lengkap niat kirim kurang belit inbox kali kali alas no pesan no resi kasih alas belit salah kirim barang tidak lengkap rekomended,1
order pcs kirim pekan senin cek sistem close jual tipu tidak online,1
seller jelek tidak recommended mending tidak belanja,1
maaf kasih bintang terang pilih warna kuning rusa pilih warna tidak warna kuning warna hijau biru warna merah muda stok warna tidak a konfirmasi tidak kecewa sih anak cowok cewek kasih warna merah muda kali kirim coba cek,1
tolong cek baterai juragan baterai bekas kasih tidak hidup suara,1
kayak barang kempeess makan dituliss kempes tidak ganti,1
ujung bompel bentur pas ekspedisi saran packaging aman barang mudah pecah,1
proses cepat produk bagus finising mulus saran om kelam fi tingkat beber sisi kurang tempel nya lobang gantung nya besar om terima kasih,1
barang kira benar promo,1
barang palsu hot wheels original made in cina made malaysia surat pemberitahuan tahun skripsi,1
hot wheels asli bahan plastik harap terang barang tidak original,1
orisinal harga sesuai kualitas ya ribu bahan plastik kasih terang deskripsi,1
mobil asli hot wheels asli,1
kali kirim barang cek fungsi tidak dinamo nya tidak ya seller kirim dinamo nya tidak fungsi motor nya lampu musik tombol mesin nya tidak nyala ces hari tidak nyala,1
barang gue tunggu malas gue beli,1
kaki main robot hulk pecah rusak mohon cek kirim brh,1
mending toko,1
kecewa robot nya lot kyaxnya nya tidak blanja,1
hati hati jebak be careful judul deskripsi tulis dart game isi paket buah papan dart inch kenyataanya kirim ukur inch be careful,1
barang tidak lengkap next cek kirim tidak kirim jual tidak rugi ngrugiin customer suruh kirim kurang barang tidak ribet puas percaya pelangg,1
barang terima kondisi pinggir patah,1
barang tidak kirim beli kirim ulang toko tolak,1
hati guys kirim barang salah,1
kiri beli beli pcs kanan beli warna kualitas beda bin bahan tipis warna tidak cerah beli,1
kurir sameday kirim besok kirim pakai sameday bilang toko barang tidak ready sih sistem ambil kumpul order kirim ya kayak,1
pesan playdogh kirim pesan stamp tidak kirim bayar full tidak cfm tidak rekomended toko maaf kasih bintang kali amanah jual,1
mantap kali order ulang,2
terima kasih barang terima coba enak,2
enak kenyang banget nasi putih,2
coklat nya selamat tidak leleh packing aman kirim cepat harga murah terima kasih,2
harga murah kualitas produk baik,2
respon jual cepat kirim cepat dankemasan rapi,2
mantap barang orisinal packing oke harga promo muraj promo ya,2
packing rapi aman produk sesuai pesan seller responsif dendeng nya coba ya mudah an enak terima kasih,2
puas mantap cepat rekomendasi belanja,2
oke,2
empuk manis gede daging biji respon seller cepat gratis ongkirnya cepat mantap deh beli,2
kurma bagus daging empuk tebal coba pakai bikin kue langgan nih moga kualitas kurma bagus ya terima kasih seller,2
kurma matang sempurna mantap pokok pas anak orang tua sukses moga berkah juragan amin,2
barang bagus response cepat proses kirim cepa packing baik recommended seller,2
kualitas kurma top daging tebal lembut packing bagus tutup box buka kurma bungkus plastik order,2
beli ulang lumpia enak packingnya bagus jual responsif kirim cepat,2
produk fresh lezat packing rapi kirim cepat layan toko ramah sukses ya,2
enak isi saus mantap,2
beli seller responsif emas barang baik bubble wrap kotak kualitas kimchi segar enak overall good job,2
kimchi my cinta enak beli kimchi id the best pokok,2
mantap dibiarka pas asemnya,2
respon cepat barang aman buah segar bagus kirim cepat,2
buah bagus kurir oke jual oke,2
produk oke sesuai gambar,2
enak banget cepat,2
respon seller oke pisangnyaaa enakkk manis tagih,2
barang oke harga porsi jangkau enak kirim cepat good job,2
tidak makan kali bnykan soun daging ayam lumayan tidak sambal enak pcking aman respon cepat,2
mantap pastel mesan sekian kali langgan puas jual ramah rekomend pokok,2
